Municipio,Circunscripcion,Partido,Candidato,Votos,Partido_Votos,Partido_P,P
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,LEYLA MARLENY RINCON TRUJILLO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,LILIA CLEMENCIA SOLANO RAMIREZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,LINIBETH CRUZ BAQUERO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,LUIS ENRIQUE FLOREZ AGAMEZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,LUIS GUILLERMO DUARTE ESCOBAR,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,LUIS GUILLERMO PEREZ CASAS,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MARIA EUGENIA LONDOÑO OCAMPO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MARTIN ALONSO CAICEDO CARABALI,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MARY ANNE ANDREA PERDOMO GUTIERREZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MARY JURADO PALOMINO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MIGUEL HERNAN HERNANDEZ SANCHEZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MIGUEL HERNANDO MORENO ARCINIEGAS,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MIGUEL VILLANUEVA VARGAS,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,MYRIAM TAMARA CARRERO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,NELLYS MARIA CADENA ROJAS,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,NINFA HERRERA DOMINGUEZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,NUBIA ENRIQUEZ HERNANDEZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,OMAR ANDRES CAMACHO MORALES,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ORLANDO MIGUEL DE LA HOZ GARCIA,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ORLANDO RAFAEL MERCADO VALETA,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ORSINIA PATRICIA POLANCO JUSAYU,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,OSCAR JULIO RINCON HERNANDEZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,PEDRO HERNANDO FLOREZ PORRAS,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,PLUTARCO TAFUR,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ROBERT DAZA GUEVARA,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ROLANDO QUINTERO RAMIREZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ROSA DEL CARMEN PEREZ TOVAR,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ROSALBA CARDALES SUAREZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,ROSSIH AMIRA MARTINEZ SINISTERRA,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,RUBY STELLA MORALES SIERRA,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,SANDRA CLAUDIA CHINDOY JAMIOY,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,SANDRA YANETH JAIMES CRUZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,STALIN ANTONIO BALLESTEROS GARCIA,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,VALENTIN DE LA BARRERA BARRIOS,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,WALTER ALFONSO RODRIGUEZ CHAPARRO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,WILMAR FERNEY PARDO SANCHEZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,WILSON NEBER ARIAS CASTILLO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,YAINI ISABEL CONTRERAS JIMENEZ,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,YAQUELINE ORELLANO PACHECO,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,YORDY YUNDA PAJOY,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PACTO HISTÓRICO SENADO,YULY ESMERALDA HERNANDEZ SILVA,0,13,0.2%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ALBERTO DE JESUS MONTOYA PUYANA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ALVARO URIBE VELEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ANDRES EDUARDO FORERO MOLINA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CAMILO DE BEDOUT HERRERA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CAMILO GAVIRIA GUTIERREZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CARLOS ANDRES TORO CASTAÑO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CARLOS FERNANDO VARGAS ROJAS,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CARLOS MANUEL MEISEL VERGARA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CAROLINA ESCAMILLA PACHECO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CESAR DAVID WILCHES FONSECA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CHRISTIAN MUNIR GARCES ALJURE,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CIDENIA ROVIRA ROJAS,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,CLAUDIA MARGARITA ZULETA MURGAS,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,DAISY CRISTINA MARTINEZ LOPEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,DIEGO ANDRES MOLANO APONTE,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ELKIN ALFREDO GAITAN GOMEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ENRIQUE CABRALES BAQUERO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ESTEBAN QUINTERO CARDONA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ESTEFANIA COLMENARES HERNANDEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,HERNAN DARIO CADAVID MARQUEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,HONORIO MIGUEL HENRIQUEZ PINEDO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,HUGO FERNEY BOLAÑOS,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JAIME ALEJANDRO AMIN HERNANDEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JOHN JAIRO LOPEZ BENITEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JONATAN TAMAYO PEREZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JORGE ALBERTO CORTES ALVAREZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JORGE ARMANDO CORTES CABRERA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JORGE LUIS RAMON HOYOS USTA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JOSE NEMESIO MOSQUERA IBARGUEN,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JOSE VICENTE CARREÑO CASTRO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JOSUE ALIRIO BARRERA RODRIGUEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JUAN FERNANDO CAICEDO CALLEJAS,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JUAN FERNANDO ESPINAL RAMIREZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,JULIA CORREA NUTTIN,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,LAURA VIVIANA VACA PERILLA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,LEIDY LORENA CORTES SALCEDO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,LIZETH ANDREA REINA BULLA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,LUCIA MARIA AMALIA SALGADO ROMERO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,LUZ MARINA DUARTE ARENAS,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,LUZ MARY SALGADO RODRIGUEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MANUEL JOSE DE LA ROSA MANOTAS,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARCO ANTONIO VELILLA MORENO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARELEN CASTILLO TORRES,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARIA ANGELICA GUERRA LOPEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARIA CAROLINA RESTREPO CAÑAVERA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARIA CLARA POSADA CAICEDO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARIA GISELA MANRIQUE BORRERO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARIA LUCY BAUTISTA SALAMANCA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARIO HERNANDEZ ZAMBRANO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARTHA ELENA PINTO DE HART,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MARY ALEJANDRA FANDIÑO BRAVO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MAURICIO RUBIANO BELLO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,MIGUEL DAVID PERDOMO DURAN,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,NASLY LEIDY MARTIN GARCIA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,OLGA PATRICIA MIRANDA GOMEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,OLMES DE JESUS ECHEVERRIA DE LA ROSA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,OMAR FERNANDO VALDERRAMA BAEZ,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,OSCAR LEONARDO VILLAMIZAR MENESES,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,PEDRO SOTO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,RAFAEL NIETO LOAIZA,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,RAUL MUSSE PENCUE,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,RODRIGO ALBERTO MEJIA ARANGO,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,RODRIGO BENAVIDES BUCHELI,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CENTRO DEMOCRÁTICO,ZANDRA MARIA BERNAL RINCON,0,8,0.12%,0.0%
MISTRATO,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,FANY ESMERALDA GARZON CIFUENTES,0,746,12.02%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,ADEL ALFREDO GONZALEZ GUZMAN,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,ALBA LUZ CARMONA CARMONA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,ALEXANDER VAQUIRO RODRIGUEZ,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,ALVARO AGUDELO MEDINA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,ANA ELOISA ZUÑIGA BONFANTE,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,ANA ISABEL CIFUENTES GALINDO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,ANDRES AUGUSTO CASTRO FORERO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,BEATRIZ ELENA URIBE BOTERO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,CLAUDIA VASQUEZ MERCHAN,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,DALLY JOHANA CASTILLO VERGEL,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,DANERIS SOTELO GARZON,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,DAVID RICARDO REYES CASTRO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,DEISY DORELLY GUANARO CHAVITA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,DIBIER SANCHEZ,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,GERMAN ANTONIO MARMOLEJO RENTERIA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,HERIBERTO GONGORA VANEGAS,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,INGRID BETANCOURT PULECIO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JOHN FRAN PINCHAO BLANCO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JORGE ALBERTO DUQUE ZAPATA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JOSE LUIS LEON MUNCA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JUAN CARLOS CARDENAS REY,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JUAN FERNANDO BETANCUR GONZALEZ,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,JULIA ELENA GUTIERREZ DE PIÑERES JALILIE,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,LUIS JAIME SALGAR VEGALARA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,LUZ DARY OTERO DORIA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,LUZ MERY GALINDO GALINDO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,MARTHA LETICIA SUAREZ ACUÑA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,MERCEDES CIFUENTES GALINDO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NERY POLANIA ARCINIEGAS,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NILLY YULIANA REYES AGUDELO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NOLBERTO CARDOSO CASTRO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,NORMA CONSTANZA AGUDELO RIVERA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,OSCAR ENRIQUE ORTIZ GONZALEZ,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,OSCAR HORACIO FRANCO DURAN,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,SANDRA XIMENA ROJAS GALLEGO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,SILVERIO GOMEZ CARMONA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,SOFIA ALEJANDRA GAVIRIA CORREA,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,YENNIFER ANDREA LUCUMI GOMEZ,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PARTIDO POLÍTICO OXÍGENO,YOLANDA AREVALO PERDOMO,0,1,0.01%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,ALEJANDRA ZULUAGA FRANCO,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,BERNARDO SEGURA ORTIZ,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,CARLOS ALBERTO GARCIA GRACIA,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,EISYS LINETH SALAMANCA RODRIGUEZ,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,MARTHA CECILIA VERA,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,NANCY STELLA VERGARA MUÑOZ,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,RAQUEL VICTORIA SIERRA CASSIANI,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,VIVIAN ESTEFANI LOZANO ARANGO,0,6,0.09%,0.0%
MISTRATO,NACIONAL,PATRIOTAS,VIVIANA MELISSA BELTRAN HOYOS,0,6,0.09%,0.0%
NO APLICA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,MAURICIO FERNANDEZ FRANCO,568,49984,11.85%,0.13%
NO APLICA,NACIONAL,ALIANZA POR COLOMBIA,JOSE ERNESTO GUEVARA,565,48491,11.5%,0.13%
NO APLICA,NACIONAL,ALIANZA POR COLOMBIA,BRAYAN MONTOYA TOVAR,564,48491,11.5%,0.13%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA ELSY PADILLA MUÑOZ,563,50795,12.04%,0.13%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA EUGENIA JARABA MARTINEZ,563,50795,12.04%,0.13%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,EUGENIA SERRANO PRADA,561,51338,12.17%,0.13%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JAIME ENRIQUE DURAN BARRERA,561,51338,12.17%,0.13%
NO APLICA,NACIONAL,ALIANZA POR COLOMBIA,ALIANZA POR COLOMBIA,560,48491,11.5%,0.13%
NO APLICA,NACIONAL,AHORA COLOMBIA,JUAN SEBASTIAN GOMEZ GONZALES,558,49979,11.85%,0.13%
NO APLICA,NACIONAL,FRENTE AMPLIO UNITARIO,EBERTO ENRIQUE DIAZ MONTES,555,47903,11.36%,0.13%
NO APLICA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN MANUEL QUIROGA DIAZ,555,49984,11.85%,0.13%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DANIEL GEOVANY NEIRA RIOS,555,51338,12.17%,0.13%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,LEYDI MILENA JIMENEZ CARRILLO,554,51338,12.17%,0.13%
NO APLICA,NACIONAL,ALIANZA POR COLOMBIA,ARIEL FERNANDO AVILA MARTINEZ,553,48491,11.5%,0.13%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,OSCAR EDUARDO APOLINAR MARTINEZ,553,50795,12.04%,0.13%
NO APLICA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CESAR NORBERTO BARRERA AVILA,550,50079,11.87%,0.13%
NO APLICA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ARTURO MANUEL BERMUDEZ MARTINEZ,550,33538,7.95%,0.13%
NO APLICA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,NADYA GEORGETTE BLEL SCAFF,550,49984,11.85%,0.13%
NO APLICA,NACIONAL,AHORA COLOMBIA,MANUEL NAVARRO MANCHEGO,549,49979,11.85%,0.13%
NO APLICA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,BLANCA LARRADA PALACIO,548,50079,11.87%,0.12%
NO APLICA,NACIONAL,COALICIÓN FUERZA CIUDADANA,COALICIÓN FUERZA CIUDADANA,548,33538,7.95%,0.12%
NO APLICA,NACIONAL,COALICIÓN FUERZA CIUDADANA,TARSICIO RIVERA MUÑOZ,548,33538,7.95%,0.12%
NO APLICA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,SOLEDAD TAMAYO TAMAYO,547,49984,11.85%,0.12%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CLAUDIA LILIANA ORTIZ CASTILLO,547,50795,12.04%,0.12%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CINDY VANESSA RIVAS MORENO,547,51338,12.17%,0.12%
NO APLICA,NACIONAL,AHORA COLOMBIA,CRISTIAN MARINO SAMBONI,546,49979,11.85%,0.12%
NO APLICA,NACIONAL,AHORA COLOMBIA,JULIETH PATRICIA CIFUENTES PINZON,546,49979,11.85%,0.12%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,SARA ECHEVERRI GUTIERREZ,545,50795,12.04%,0.12%
NO APLICA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,LUIS ALEJANDRO SIZA URIBE,544,50079,11.87%,0.12%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JOHN MOISES BESAILE FAYAD,544,50795,12.04%,0.12%
NO APLICA,NACIONAL,FRENTE AMPLIO UNITARIO,ARMANDO PEREZ ARAUJO,543,47903,11.36%,0.12%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,DAIRO ARIAS CARDENAS,543,50795,12.04%,0.12%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ALEJANDRO CARLOS CHACON CAMARGO,543,51338,12.17%,0.12%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,MARYI ALEJANDRA RODRIGUEZ FONSECA,543,51338,12.17%,0.12%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ROSALBINA VALENCIA GRACIANO,543,51338,12.17%,0.12%
NO APLICA,NACIONAL,COALICIÓN FUERZA CIUDADANA,HERNANDO NARANJO BAYONA,542,33538,7.95%,0.12%
NO APLICA,NACIONAL,COALICIÓN FUERZA CIUDADANA,JOSE RICARDO LANDAETA LOPEZ,542,33538,7.95%,0.12%
NO APLICA,NACIONAL,COALICIÓN FUERZA CIUDADANA,LUIS EDUARDO DE LA HOZ LOPEZ,542,33538,7.95%,0.12%
NO APLICA,NACIONAL,FRENTE AMPLIO UNITARIO,PEDRO JAIR SANCHEZ TELLEZ,542,47903,11.36%,0.12%
NO APLICA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,RICHARD MANCERA MANCERA,542,24908,5.9%,0.12%
NO APLICA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DIANA VANESSA RINCON VERGEL,542,51338,12.17%,0.12%
NO APLICA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,DANIELA LASSO PERLAZA,541,50795,12.04%,0.12%
NO APLICA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,ADRIANA ROCIO CADENA CANCINO,540,50079,11.87%,0.12%
NO APLICA,NACIONAL,COALICIÓN FUERZA CIUDADANA,MARIA NELA DIAZ MARTINEZ,540,33538,7.95%,0.12%
NO APLICA,NACIONAL,FRENTE AMPLIO UNITARIO,JAIME ANDRES GONZALEZ VEGA,540,47903,11.36%,0.12%
